"pagename","visid"
"jeep:us:2018:wrangler:exterior,jeep:us:2018:wrangler:gallery,jeep:us:2018:wrangler:interior,jeep:us:2018:wrangler:landing","1079312283206252315_7828778333600826452"
"jeep:us:2018:grand-cherokee:landing,jeep:us:homepage,jeep:us:shopping-tools:build-and-price:step1-select-model,jeep:us:shopping-tools:build-and-price:step2-pick-powertrain,jeep:us:shopping-tools:build-and-price:step3-add-packages,jeep:us:shopping-tools:build-and-price:step4-choose-exterior,jeep:us:shopping-tools:build-and-price:step5-choose-interior,jeep:us:shopping-tools:build-and-price:step6-view-summary","1079319147985446106_2427888463125727905"
"jeep:us:2018:cherokee:landing,jeep:us:2018:cherokee:latitude-with-tech-connect-package:limited-editions,jeep:us:2018:cherokee:limited-editions","1079326357693488578_8800976493349223891"
"jeep:us:2017:renegade:landing,jeep:us:shopping-tools:build-and-price:step1-select-model,jeep:us:shopping-tools:build-and-price:step2-pick-powertrain,jeep:us:shopping-tools:build-and-price:step3-add-packages,jeep:us:shopping-tools:build-and-price:step4-choose-exterior,jeep:us:shopping-tools:build-and-price:step5-choose-interior,jeep:us:shopping-tools:build-and-price:step6-view-summary,jeep:us:shopping-tools:dealer-locator","107940127718296541_1895369686830406180"
"jeep:us:2017:wrangler-jk:limited-editions,jeep:us:2018:wrangler:landing,jeep:us:reveal:wrangler:reveal,jeep:us:reveal:wrangler:reveal:post-livestream,jeep:us:shopping-tools:build-and-price:step1-select-model,jeep:us:shopping-tools:build-and-price:step2-pick-powertrain,jeep:us:shopping-tools:build-and-price:step3-add-packages,jeep:us:shopping-tools:build-and-price:step4-choose-exterior,jeep:us:shopping-tools:build-and-price:step6-view-summary,jeep:us:shopping-tools:payment-calculator","1079498339318089125_4859205481100229232"
"jeep:us:homepage,jeep:us:shopping-tools:build-and-price:step1-select-model,jeep:us:shopping-tools:build-and-price:step2-pick-powertrain,jeep:us:shopping-tools:build-and-price:step3-add-packages,jeep:us:shopping-tools:build-and-price:step4-choose-exterior,jeep:us:shopping-tools:build-and-price:step5-choose-interior,jeep:us:shopping-tools:build-and-price:step6-view-summary,jeep:us:shopping-tools:build-my-own:vehicle-selector,jeep:us:shopping-tools:search-new-inventory,jeep:us:shopping-tools:search-new-inventory:vindetails","1079510551314397035_7215632733247958052"
"jeep:us:2018:grand-cherokee:landing,jeep:us:homepage,jeep:us:shopping-tools:incentives:featured-deals,jeep:us:shopping-tools:incentives:offers-by-model,jeep:us:shopping-tools:search-new-inventory,jeep:us:shopping-tools:search-new-inventory:vindetails","1079741957556577140_1423062423438152643"
"jeep:us:2018:wrangler:landing,jeep:us:homepage,jeep:us:shopping-tools:build-and-price:step1-select-model,jeep:us:shopping-tools:build-and-price:step2-pick-powertrain,jeep:us:shopping-tools:build-and-price:step3-add-packages,jeep:us:shopping-tools:build-and-price:step4-choose-exterior,jeep:us:shopping-tools:build-and-price:step5-choose-interior,jeep:us:shopping-tools:build-and-price:step6-view-summary,jeep:us:shopping-tools:payment-calculator","1079748114572958315_24713174458045567"
"jeep:us:2018:grand-cherokee:landing,jeep:us:incentives:bonus-incentives,jeep:us:shopping-tools:build-and-price:step1-select-model,jeep:us:shopping-tools:build-and-price:step2-pick-powertrain,jeep:us:shopping-tools:build-and-price:step4-choose-exterior,jeep:us:shopping-tools:build-and-price:step5-choose-interior,jeep:us:shopping-tools:build-and-price:step6-view-summary","1079794823131380169_7317429042913172261"
"jeep:us:2018:wrangler:landing,jeep:us:homepage,jeep:us:shopping-tools:build-and-price:step1-select-model,jeep:us:shopping-tools:build-and-price:step2-pick-powertrain,jeep:us:shopping-tools:build-and-price:step3-add-packages,jeep:us:shopping-tools:build-and-price:step4-choose-exterior,jeep:us:shopping-tools:build-and-price:step5-choose-interior,jeep:us:shopping-tools:build-and-price:step6-view-summary","1079800023427648551_8055166753466198553"
"jeep:us:shopping-tools:build-and-price:step1-select-model","1079839547176555730_5111106039381309437"
"jeep:us:shopping-tools:model-compare:detailed-chart","1079841415219080447_5368211692081260132"
"jeep:us:2017:renegade:landing,jeep:us:shopping-tools:build-and-price:step1-select-model,jeep:us:shopping-tools:build-and-price:step2-pick-powertrain,jeep:us:shopping-tools:build-and-price:step3-add-packages,jeep:us:shopping-tools:build-and-price:step4-choose-exterior,jeep:us:shopping-tools:build-and-price:step5-choose-interior,jeep:us:shopping-tools:build-and-price:step6-view-summary,jeep:us:shopping-tools:payment-calculator","1079975534209582365_826973102027370099"
"jeep:us:shopping-tools:build-and-price:step1-select-model,jeep:us:shopping-tools:build-and-price:step2-pick-powertrain,jeep:us:shopping-tools:build-and-price:step3-add-packages,jeep:us:shopping-tools:build-and-price:step4-choose-exterior,jeep:us:shopping-tools:build-and-price:step5-choose-interior,jeep:us:shopping-tools:build-and-price:step6-view-summary,jeep:us:shopping-tools:build-my-own:vehicle-selector,jeep:us:shopping-tools:search-new-inventory,jeep:us:shopping-tools:search-new-inventory:vindetails","1079977418628303418_6136819076964929526"
"jeep:us:2018:cherokee:latitude-with-tech-connect-package:limited-editions","1080210605017285349_1881131860715829687"
"jeep:us:2018:compass:landing","1080352624942921090_7870952201711987719"
"jeep:us:2018:wrangler:gallery,jeep:us:2018:wrangler:landing,jeep:us:drlp:2018:wrangler:landing,jeep:us:drlp:2018:wrangler:landing:dealer-locator,jeep:us:shopping-tools:search-new-inventory","1080372038656287659_1192648725023132949"
"jeep:us:2018:compass:landing","1080380647777661009_5848776256907466861"
"jeep:us:2018:wrangler:landing,jeep:us:homepage,jeep:us:shopping-tools:build-and-price:step1-select-model,jeep:us:shopping-tools:build-and-price:step2-pick-powertrain,jeep:us:shopping-tools:build-and-price:step3-add-packages,jeep:us:shopping-tools:build-and-price:step4-choose-exterior,jeep:us:shopping-tools:build-and-price:step5-choose-interior,jeep:us:shopping-tools:build-and-price:step6-view-summary","1080414617680594503_4423747572839025209"
"jeep:us:2017:grand-cherokee:landing,jeep:us:2018:grand-cherokee:landing,jeep:us:2018:grand-cherokee:limited-editions,jeep:us:homepage,jeep:us:shopping-tools:,jeep:us:shopping-tools:search-new-inventory,jeep:us:shopping-tools:search-new-inventory:vindetails","1080445038499294648_3566748999355488106"
"jeep:us:drlp:2017:wrangler:landing","1080515012811098262_9046345629497886443"
"jeep:us:2018:compass:gallery,jeep:us:2018:compass:landing,jeep:us:homepage","1080523236002077661_6675387729274887715"
"jeep:us:2018:grand-cherokee:landing,jeep:us:homepage","1080662800963881987_4389730926029704697"
"jeep:us:2018:cherokee:landing","1080663569273551905_4683263986804111232"
"jeep:us:2018:grand-cherokee:landing","1080789223050245520_4994638543261990288"
"jeep:us:reveal:wrangler:reveal:post-livestream","1080860610733352499_2553162098413761419"
"jeep:us:2017:renegade:landing,jeep:us:2018:cherokee:landing","1081054460968231535_7591631840082342870"
"jeep:us:drlp:2017:cherokee:landing","108112829414021564_6521719565871285159"
"jeep:us:homepage","1081215821383964432_7015161665512957984"
"jeep:us:shopping-tools:incentives:featured-deals","1081234116218214745_5634756969785363384"
"jeep:us:2018:wrangler-jk:capability,jeep:us:2018:wrangler-jk:landing","1081246656112356477_3187028729715804021"
"jeep:us:2018:grand-cherokee:landing","1081400460246266626_1267951665906652500"
"jeep:us:2018:compass:gallery,jeep:us:2018:compass:landing,jeep:us:2018:renegade:landing","1081429963965763354_2558828956682151735"
"jeep:us:2018:compass:landing,jeep:us:homepage,jeep:us:shopping-tools:build-and-price:step1-select-model,jeep:us:shopping-tools:build-and-price:step2-pick-powertrain,jeep:us:shopping-tools:build-and-price:step3-add-packages,jeep:us:shopping-tools:build-and-price:step4-choose-exterior,jeep:us:shopping-tools:dealer-locator","1081451437453105811_567225929331159858"
"jeep:us:2018:grand-cherokee:landing,jeep:us:homepage,jeep:us:shopping-tools:build-and-price:step1-select-model,jeep:us:shopping-tools:build-and-price:step2-pick-powertrain,jeep:us:shopping-tools:build-and-price:step3-add-packages,jeep:us:shopping-tools:build-and-price:step4-choose-exterior,jeep:us:shopping-tools:build-and-price:step5-choose-interior","1081509495227246532_8657210294878914062"
"jeep:us:shopping-tools:build-and-price:step1-select-model","1081561834968155143_6895786386124834800"
"jeep:us:homepage","1081664235550621845_1640770746685920074"
"jeep:us:2018:wrangler:landing","1081740739774719477_359666782094954588"
"jeep:us:drlp:2017:compass:landing,jeep:us:drlp:2017:compass:landing:dealer-locator,jeep:us:shopping-tools:build-and-price:step1-select-model","1081785953304442071_7298646192437186768"
"jeep:us:2017:cherokee:landing,jeep:us:2018:cherokee:landing,jeep:us:2018:grand-cherokee:landing,jeep:us:homepage,jeep:us:shopping-tools:build-and-price:step1-select-model,jeep:us:shopping-tools:build-and-price:step2-pick-powertrain,jeep:us:shopping-tools:build-and-price:step3-add-packages,jeep:us:shopping-tools:build-and-price:step4-choose-exterior,jeep:us:shopping-tools:build-and-price:step5-choose-interior,jeep:us:shopping-tools:build-and-price:step6-view-summary,jeep:us:shopping-tools:payment-calculator,jeep:us:shopping-tools:search-new-inventory,jeep:us:shopping-tools:search-new-inventory:vehicle-selector,jeep:us:shopping-tools:search-new-inventory:vindetails","1081882926834864913_7472290567305658164"
"jeep:us:shopping-tools:incentives:featured-deals","1082093897358652467_4672083364108997735"
"jeep:us:2018:cherokee:landing","1082142999836796440_2758450706608841453"
"jeep:us:shopping-tools:build-and-price:step1-select-model,jeep:us:shopping-tools:build-and-price:step2-pick-powertrain,jeep:us:shopping-tools:build-and-price:step6-view-summary,jeep:us:shopping-tools:incentives:featured-deals,jeep:us:shopping-tools:incentives:offers-by-model","108219847771439665_6755144696499025015"
"jeep:us:2018:grand-cherokee:landing,jeep:us:shopping-tools:build-and-price:step1-select-model,jeep:us:shopping-tools:build-and-price:step2-pick-powertrain,jeep:us:shopping-tools:build-and-price:step3-add-packages,jeep:us:shopping-tools:build-and-price:step4-choose-exterior,jeep:us:shopping-tools:build-and-price:step5-choose-interior,jeep:us:shopping-tools:model-compare:quick-chart","1082298630887996718_209904719007178986"
"jeep:us:,jeep:us:2018:cherokee:landing","1082304097936782468_2430942977452974769"
"jeep:us:2018:compass:landing","1082538040617022828_3838122527848271660"
"jeep:us:2018:grand-cherokee:landing,jeep:us:homepage,jeep:us:shopping-tools:build-and-price:step1-select-model,jeep:us:shopping-tools:build-and-price:step2-pick-powertrain,jeep:us:shopping-tools:build-and-price:step3-add-packages,jeep:us:shopping-tools:build-and-price:step4-choose-exterior,jeep:us:shopping-tools:build-and-price:step5-choose-interior,jeep:us:shopping-tools:build-and-price:step6-view-summary,jeep:us:shopping-tools:model-compare:detailed-chart","1082611168974905861_4448491801926881089"
"jeep:us:2018:wrangler-jk:gallery,jeep:us:2018:wrangler-jk:landing","108268474313104809_7718290639342185937"
"jeep:us:2017:renegade:landing,jeep:us:2018:wrangler-jk:landing,jeep:us:shopping-tools:build-and-price:step1-select-model,jeep:us:shopping-tools:build-and-price:step2-pick-powertrain,jeep:us:shopping-tools:build-and-price:step3-add-packages,jeep:us:shopping-tools:build-and-price:step4-choose-exterior,jeep:us:shopping-tools:build-and-price:step5-choose-interior,jeep:us:shopping-tools:build-and-price:step6-view-summary,jeep:us:shopping-tools:dealer-locator","1082716945702199168_5282903451125224873"
"jeep:us:shopping-tools:incentives:featured-deals","1082785470963218844_2589663056372412540"
"jeep:us:shopping-tools:build-and-price:step1-select-model","1082802685895883078_6149857756174594426"
"jeep:us:2018:grand-cherokee:limited-editions","1082805982407469377_4267349814999645660"
"jeep:us:2018:cherokee:latitude-with-tech-connect-package:limited-editions","1083109080835287928_2877720564373682152"
"jeep:us:2018:wrangler:landing,jeep:us:homepage,jeep:us:shopping-tools:build-and-price:step1-select-model,jeep:us:shopping-tools:build-and-price:step2-pick-powertrain,jeep:us:shopping-tools:build-and-price:step3-add-packages,jeep:us:shopping-tools:build-and-price:step4-choose-exterior,jeep:us:shopping-tools:build-and-price:step5-choose-interior","1083157887471532042_7712775206139306525"
"jeep:us:2018:grand-cherokee:landing,jeep:us:homepage","1083161198936639251_8943302090261282693"
"jeep:us:homepage","1083316592249675979_4638801788714468616"
"jeep:us:2018:cherokee:landing","1083566694947556087_7721059410646027809"
"jeep:us:2018:wrangler:landing,jeep:us:homepage,jeep:us:shopping-tools:build-and-price:step1-select-model,jeep:us:shopping-tools:build-and-price:step2-pick-powertrain,jeep:us:shopping-tools:build-and-price:step3-add-packages,jeep:us:shopping-tools:build-and-price:step4-choose-exterior,jeep:us:shopping-tools:build-and-price:step5-choose-interior,jeep:us:shopping-tools:build-and-price:step6-view-summary","1083624857533357862_7444232352476234884"
"m-jeep:us:2017:grand-cherokee:landing","1083708907486802165_1522583844639062640"
"jeep:us:shopping-tools:incentives:featured-deals","1083940806191565150_3885373424728969678"
"jeep:us:lifestyle:mobile-apps","108398357857220249_3931927109609140059"
"jeep:us:homepage","1083993057569487577_4359578591000950369"
"jeep:us:shopping-tools:model-compare:quick-chart,jeep:us:shopping-tools:model-compare:vehicle-selector","1084075837378215996_3600619128501729405"
"jeep:us:2018:grand-cherokee:performance,jeep:us:shopping-tools:build-and-price:step1-select-model,jeep:us:shopping-tools:build-and-price:step2-pick-powertrain,jeep:us:shopping-tools:build-and-price:step3-add-packages,jeep:us:shopping-tools:build-and-price:step4-choose-exterior,jeep:us:shopping-tools:build-and-price:step5-choose-interior,jeep:us:shopping-tools:build-and-price:step6-view-summary,jeep:us:shopping-tools:search-new-inventory","1084130293840507387_1913695605232406308"
"jeep:us:2018:wrangler-jk:landing,jeep:us:homepage,jeep:us:shopping-tools:build-and-price:step1-select-model,jeep:us:shopping-tools:build-and-price:step2-pick-powertrain,jeep:us:shopping-tools:build-and-price:step4-choose-exterior,jeep:us:shopping-tools:build-and-price:step5-choose-interior,jeep:us:shopping-tools:model-compare:detailed-chart","1084135546276281427_5326234983278929081"
"jeep:us:homepage","1084150481535266860_4415559272595989025"
"jeep:us:shopping-tools:build-and-price:step1-select-model","1084371482934574407_8196968056810449829"
"jeep:us:shopping-tools:incentives:featured-deals","108455867741077970_8009597718101537688"
"jeep:us:homepage","1084565841984759835_2447553498019873753"
"jeep:us:shopping-tools:incentives:featured-deals","108466719920838776_1371406487833636729"
"jeep:us:2018:compass:landing","1084718058307305004_3663827696622608376"
"jeep:us:shopping-tools:build-and-price:step1-select-model","1084721150819686667_7260506781565923904"
"jeep:us:2018:compass:landing","1084862185550474187_2873780466570907924"
"jeep:us:2018:cherokee:latitude-with-tech-connect-package:limited-editions","1084895360874748523_7975260819229407299"
"jeep:us:shopping-tools:build-and-price:step1-select-model,jeep:us:shopping-tools:build-and-price:step2-pick-powertrain,jeep:us:shopping-tools:build-and-price:step3-add-packages,jeep:us:shopping-tools:build-and-price:step4-choose-exterior,jeep:us:shopping-tools:build-and-price:step5-choose-interior,jeep:us:shopping-tools:build-and-price:step6-view-summary,jeep:us:shopping-tools:payment-calculator","1085006239311272299_8357052677189946686"
